id_sujet,serie,trial,item,correct,key_press,correct_response,rt,time_elapsed,test_part
5,1,6,4,1.0,5,5,270.97,64953,trial_1_6_4
5,1,6,5,1.0,8,8,1068.85,66025,trial_1_6_5
5,1,6,6,1.0,2,2,231.42,66263,trial_1_6_6
5,1,6,7,1.0,6,6,333.665,66599,trial_1_6_7
5,1,7,1,1.0,1,1,2081.35,76205,trial_1_7_1
5,1,7,2,1.0,7,7,308.565,76515,trial_1_7_2
5,1,7,3,1.0,3,3,325.84,76843,trial_1_7_3
5,1,7,4,1.0,4,4,304.315,77150,trial_1_7_4
5,1,7,5,1.0,5,5,887.285,78039,trial_1_7_5
5,1,7,6,1.0,2,2,240.13,78285,trial_1_7_6
5,1,8,1,1.0,5,5,1646.49,88458,trial_1_8_1
5,1,8,2,1.0,9,9,666.23,89127,trial_1_8_2
5,1,8,3,1.0,6,6,787.705,89917,trial_1_8_3
5,1,8,4,1.0,8,8,396.865,90315,trial_1_8_4
5,1,8,5,1.0,1,1,310.055,90628,trial_1_8_5
5,1,8,6,1.0,4,4,411.265,91041,trial_1_8_6
5,1,8,7,1.0,3,3,255.735,91298,trial_1_8_7
5,1,9,1,1.0,6,6,1031.27,100857,trial_1_9_1
5,1,9,2,1.0,1,1,304.22,101163,trial_1_9_2
5,1,9,3,1.0,3,3,520.42,101688,trial_1_9_3
5,1,9,4,1.0,9,9,525.6,102216,trial_1_9_4
5,1,9,5,1.0,5,5,637.725,102856,trial_1_9_5
5,1,9,6,1.0,4,4,275.105,103134,trial_1_9_6
5,1,9,7,1.0,8,8,317.495,103453,trial_1_9_7
5,1,10,1,1.0,9,9,1728.35,114711,trial_1_10_1
5,1,10,2,1.0,6,6,349.06,115061,trial_1_10_2
5,1,10,3,1.0,1,1,685.415,115749,trial_1_10_3
5,1,10,4,1.0,7,7,267.91,116019,trial_1_10_4
5,1,10,5,,1,3,281.375,116302,trial_1_10_5
5,1,10,6,,7,8,393.045,116697,trial_1_10_6
5,1,10,7,1.0,4,4,1078.98,117778,trial_1_10_7
5,1,10,8,,3,2,339.32,118120,trial_1_10_8
5,1,11,1,1.0,3,3,978.595,128634,trial_1_11_1
5,1,11,2,1.0,6,6,262.285,128897,trial_1_11_2
